0	0	0	0	0	0
256	0	0	241	5	0
512	0	0	465	10	0
768	0	0	689	14	0
1024	0	0	914	19	0
1280	0	0	1139	24	0
1536	0	0	1365	29	0
1792	0	0	1591	34	0
2048	0	0	1815	38	0
2303	0	0	2043	43	0
2559	0	0	2280	48	0
2815	0	0	2505	53	0
3071	0	0	2729	57	0
3327	0	0	2957	62	0
3583	0	0	3177	67	0
3839	0	0	3406	72	0
4095	0	0	3634	77	0
0	256	0	13	239	2
256	256	0	252	245	1
512	256	0	477	250	1
768	256	0	703	255	2
1024	256	0	933	260	2
1280	256	0	1158	265	2
1536	256	0	1388	270	0
1792	256	0	1615	273	0
2048	256	0	1841	278	1
2303	256	0	2074	283	0
2559	256	0	2308	288	0
2815	256	0	2532	292	1
3071	256	0	2752	296	1
3327	256	0	2991	301	1
3583	256	0	3210	306	0
3839	256	0	3440	310	0
4095	256	0	3667	313	1
0	512	0	27	459	3
256	512	0	267	466	4
512	512	0	489	469	4
768	512	0	718	474	4
1024	512	0	947	480	4
1280	512	0	1171	485	3
1536	512	0	1399	488	3
1792	512	0	1629	494	3
2048	512	0	1859	500	3
2303	512	0	2092	505	3
2559	512	0	2327	510	1
2815	512	0	2557	515	2
3071	512	0	2782	520	2
3327	512	0	3017	525	2
3583	512	0	3236	531	2
3839	512	0	3466	535	1
4095	512	0	3689	538	1
0	768	0	41	694	5
256	768	0	279	699	6
512	768	0	504	706	6
768	768	0	732	711	5
1024	768	0	963	718	5
1280	768	0	1189	723	5
1536	768	0	1420	728	5
1792	768	0	1650	734	5
2048	768	0	1879	739	4
2303	768	0	2110	743	4
2559	768	0	2343	749	4
2815	768	0	2573	754	4
3071	768	0	2798	760	4
3327	768	0	3025	763	3
3583	768	0	3252	771	3
3839	768	0	3482	773	3
4095	768	0	3707	777	3
0	1024	0	54	932	7
256	1024	0	292	938	7
512	1024	0	519	948	7
768	1024	0	751	954	7
1024	1024	0	979	960	7
1280	1024	0	1207	965	7
1536	1024	0	1437	969	6
1792	1024	0	1664	975	6
2048	1024	0	1898	982	6
2303	1024	0	2136	989	6
2559	1024	0	2365	992	6
2815	1024	0	2590	996	5
3071	1024	0	2823	1005	5
3327	1024	0	3052	1008	5
3583	1024	0	3265	1012	5
3839	1024	0	3505	1016	5
4095	1024	0	3731	1019	4
0	1280	0	68	1163	8
256	1280	0	305	1172	9
512	1280	0	534	1181	9
768	1280	0	766	1187	9
1024	1280	0	996	1194	8
1280	1280	0	1222	1198	8
1536	1280	0	1456	1203	8
1792	1280	0	1682	1208	8
2048	1280	0	1914	1214	8
2303	1280	0	2149	1219	7
2559	1280	0	2382	1223	7
2815	1280	0	2608	1228	7
3071	1280	0	2838	1235	7
3327	1280	0	3073	1241	7
3583	1280	0	3287	1244	6
3839	1280	0	3524	1248	6
4095	1280	0	3757	1254	7
0	1536	0	82	1404	11
256	1536	0	321	1413	11
512	1536	0	550	1421	11
768	1536	0	784	1431	10
1024	1536	0	1009	1431	10
1280	1536	0	1240	1441	10
1536	1536	0	1475	1446	10
1792	1536	0	1701	1451	10
2048	1536	0	1931	1455	9
2303	1536	0	2166	1460	9
2559	1536	0	2402	1467	9
2815	1536	0	2631	1474	9
3071	1536	0	2857	1479	9
3327	1536	0	3094	1485	8
3583	1536	0	3319	1492	8
3839	1536	0	3549	1494	8
4095	1536	0	3780	1499	9
0	1792	0	96	1646	13
256	1792	0	337	1655	12
512	1792	0	566	1662	12
768	1792	0	797	1668	12
1024	1792	0	1028	1673	12
1280	1792	0	1260	1683	13
1536	1792	0	1497	1689	11
1792	1792	0	1720	1692	11
2048	1792	0	1950	1695	12
2303	1792	0	2189	1702	12
2559	1792	0	2427	1711	12
2815	1792	0	2654	1717	11
3071	1792	0	2882	1721	11
3327	1792	0	3119	1727	11
3583	1792	0	3341	1733	11
3839	1792	0	3566	1732	11
4095	1792	0	3796	1735	9
0	2048	0	112	1884	14
256	2048	0	352	1895	14
512	2048	0	582	1902	14
768	2048	0	813	1905	14
1024	2048	0	1046	1912	14
1280	2048	0	1277	1923	14
1536	2048	0	1510	1924	14
1792	2048	0	1737	1930	14
2048	2048	0	1968	1932	14
2303	2048	0	2210	1943	13
2559	2048	0	2446	1950	13
2815	2048	0	2671	1953	13
3071	2048	0	2901	1959	13
3327	2048	0	3136	1965	13
3583	2048	0	3357	1970	12
3839	2048	0	3589	1971	12
4095	2048	0	3819	1975	12
0	2303	0	126	2119	16
256	2303	0	366	2132	17
512	2303	0	596	2140	16
768	2303	0	829	2142	16
1024	2303	0	1061	2150	16
1280	2303	0	1291	2158	16
1536	2303	0	1527	2163	16
1792	2303	0	1753	2168	15
2048	2303	0	1989	2173	15
2303	2303	0	2229	2182	15
2559	2303	0	2460	2187	15
2815	2303	0	2686	2191	15
3071	2303	0	2918	2196	14
3327	2303	0	3151	2203	14
3583	2303	0	3375	2208	14
3839	2303	0	3611	2212	14
4095	2303	0	3842	2216	14
0	2559	0	140	2365	17
256	2559	0	379	2377	18
512	2559	0	610	2384	18
768	2559	0	844	2390	18
1024	2559	0	1076	2398	18
1280	2559	0	1305	2405	17
1536	2559	0	1548	2418	17
1792	2559	0	1774	2420	17
2048	2559	0	2009	2426	17
2303	2559	0	2248	2434	17
2559	2559	0	2484	2441	16
2815	2559	0	2710	2446	17
3071	2559	0	2940	2449	17
3327	2559	0	3169	2454	17
3583	2559	0	3396	2460	16
3839	2559	0	3636	2467	16
4095	2559	0	3864	2468	16
