0	0	0	0	0	0
256	0	0	236	2	0
512	0	0	463	5	0
768	0	0	691	8	0
1024	0	0	917	11	2
1280	0	0	1137	14	2
1536	0	0	1360	17	2
1792	0	0	1600	20	2
2048	0	0	1831	23	2
2303	0	0	2062	26	2
2559	0	0	2300	29	2
2815	0	0	2536	32	2
3071	0	0	2773	35	2
3327	0	0	3013	38	2
3583	0	0	3252	41	2
3839	0	0	3475	45	3
4095	0	0	3699	48	3
0	256	0	28	224	0
256	256	0	252	230	2
512	256	0	479	233	2
768	256	0	710	234	2
1024	256	0	936	237	2
1280	256	0	1164	241	2
1536	256	0	1391	243	2
1792	256	0	1624	246	2
2048	256	0	1868	253	3
2303	256	0	2082	253	3
2559	256	0	2336	260	3
2815	256	0	2564	262	4
3071	256	0	2809	265	4
3327	256	0	3049	267	4
3583	256	0	3281	270	4
3839	256	0	3509	274	4
4095	256	0	3740	277	4
0	512	0	53	445	4
256	512	0	263	446	4
512	512	0	490	448	4
768	512	0	724	451	4
1024	512	0	951	453	4
1280	512	0	1179	457	4
1536	512	0	1408	461	3
1792	512	0	1646	465	4
2048	512	0	1883	471	4
2303	512	0	2118	475	4
2559	512	0	2348	477	4
2815	512	0	2584	479	4
3071	512	0	2823	482	4
3327	512	0	3062	484	4
3583	512	0	3298	487	4
3839	512	0	3530	492	4
4095	512	0	3765	494	5
0	768	0	73	670	5
256	768	0	277	674	5
512	768	0	505	680	6
768	768	0	740	683	6
1024	768	0	967	684	6
1280	768	0	1196	688	6
1536	768	0	1424	691	6
1792	768	0	1659	698	6
2048	768	0	1895	703	6
2303	768	0	2128	707	6
2559	768	0	2377	714	6
2815	768	0	2612	717	6
3071	768	0	2850	720	7
3327	768	0	3093	723	7
3583	768	0	3315	723	7
3839	768	0	3543	725	7
4095	768	0	3786	729	6
0	1024	0	92	883	7
256	1024	0	291	892	7
512	1024	0	519	895	7
768	1024	0	755	896	7
1024	1024	0	988	906	7
1280	1024	0	1223	912	7
1536	1024	0	1446	911	7
1792	1024	0	1675	914	7
2048	1024	0	1908	919	8
2303	1024	0	2147	924	8
2559	1024	0	2395	932	8
2815	1024	0	2632	934	8
3071	1024	0	2874	938	8
3327	1024	0	3112	941	8
3583	1024	0	3350	947	8
3839	1024	0	3561	941	8
4095	1024	0	3811	949	8
0	1280	0	106	1103	9
256	1280	0	305	1107	9
512	1280	0	534	1111	9
768	1280	0	773	1119	10
1024	1280	0	1001	1124	10
1280	1280	0	1238	1130	10
1536	1280	0	1460	1131	10
1792	1280	0	1698	1137	10
2048	1280	0	1935	1146	9
2303	1280	0	2167	1150	9
2559	1280	0	2407	1154	9
2815	1280	0	2655	1164	9
3071	1280	0	2892	1162	9
3327	1280	0	3128	1164	9
3583	1280	0	3358	1166	10
3839	1280	0	3596	1174	10
4095	1280	0	3833	1174	11
0	1536	0	119	1316	11
256	1536	0	320	1326	11
512	1536	0	550	1333	11
768	1536	0	788	1336	11
1024	1536	0	1019	1341	11
1280	1536	0	1257	1353	11
1536	1536	0	1478	1353	11
1792	1536	0	1717	1358	11
2048	1536	0	1956	1364	11
2303	1536	0	2191	1368	11
2559	1536	0	2425	1374	11
2815	1536	0	2662	1374	11
3071	1536	0	2906	1376	11
3327	1536	0	3152	1386	11
3583	1536	0	3377	1386	11
3839	1536	0	3610	1389	11
4095	1536	0	3848	1389	11
0	1792	0	131	1543	11
256	1792	0	334	1550	11
512	1792	0	566	1556	11
768	1792	0	804	1565	11
1024	1792	0	1036	1567	12
1280	1792	0	1269	1572	13
1536	1792	0	1496	1580	12
1792	1792	0	1735	1586	12
2048	1792	0	1975	1591	12
2303	1792	0	2216	1599	12
2559	1792	0	2448	1601	12
